,0
6200,"Unsp fracture of upper end of right ulna, init for clos fx"
6201,"Fracture of neck, unspecified, initial encounter"
6202,"Ben neoplm of connctv/soft tiss of left lower limb, inc hip"
6203,NONTOX UNINODULAR GOITER
6204,SCOLIOSIS NEC
6205,Congenital dyserythropoietic anemia
6206,MUSCLE WEAKNESS
6207,"Foreign body in other parts of alimentary tract, init encntr"
6208,"Oth nondisp fx of lower end of left humerus, init"
6209,"Other osteonecrosis, left femur"
6210,"Maternal care for oth abnlt of pelvic organs, unsp trimester"
6211,Erysipelas
6212,Other enthesopathy of left foot
6213,"Other synovitis and tenosynovitis, other site"
6214,PATELLAR TENDINITIS
6215,"Nondisp fx of base of fourth MC bone, left hand, init"
6216,"COAGULATION DEFECTS COMPLICATING PREGNANCY, CHILDBIRTH, OR THE PUERPERIUM, ANTEPARTUM CONDITION OR COMPLICATION"
6217,"Mech compl of internal orth devices, implnt and grafts, init"
6218,"Aortic aneurysm of unspecified site, without rupture"
6219,Edema of left upper eyelid
6220,"Oth extrartic fx low end left rad, init for opn fx type I/2"
6221,Malignant neoplasm of unspecified ovary
6222,"Hyperlipidemia, unspecified"
6223,SLEEP STAGE DYSFUNC NEC
6224,ACUTE VENOUS EMBOLISM AND THROMBOSIS OF AXILLARY VEINS
6225,Post traumatic seizures
6226,"Effusion, left hand"
6227,"Extradural and subdural abscess, unspecified"
6228,Other specified diseases of the digestive system
6229,Encounter for other specified aftercare
6230,Dvtrcli of sm int w perforation and abscess w/o bleeding
6231,"Pnctr w/o fb of l rng fngr w/o damage to nail, init"
6232,"Lacerat flexor musc/fasc/tend r rng fngr at wrs/hnd lv, init"
6233,ANAPHYLACTIC REACTION DUE TO UNSPECIFIED FOOD
6234,"Pnctr of abd wall w/o fb, unsp q w/o penet perit cav, init"
6235,"Poisoning by 4-Aminophenol derivatives, undetermined, init"
6236,POLYARTHRITIS NOS-SHLDER
6237,Degeneration of nervous system due to alcohol
6238,RECUR DISLOCAT-HAND
6239,"Laceration without foreign body of right elbow, subs encntr"
6240,"Partial traumatic trnsphal amputation of r rng fngr, init"
6241,CONG HEART ANOMALY NEC
6242,Other sickle-cell disorders with acute chest syndrome
6243,Non-pressure chronic ulcer of right calf with unsp severity
6244,"Other acute osteomyelitis, other site"
6245,ABRASION HAND-INFECTED
6246,"Gen idiopathic epilepsy, not intractable, w/o stat epi"
6247,Solitary pulmonary nodule
6248,LOC OSTEOARTH NOS-L/LEG
6249,3RD DEG BURN ELBOW
6250,"Crushing injury of right great toe, initial encounter"
6251,NONTRAUM EXTRADURAL HEM
6252,RESPIRATORY ABNORM NOS
6253,"Other anterior dislocation of right hip, initial encounter"
6254,"Sprain of lateral collateral ligament of right knee, init"
6255,"Unspecified sprain of right great toe, initial encounter"
6256,Postproc seroma of a dgstv sys org fol a dgstv sys procedure
6257,"Disease of tongue, unspecified"
6258,"Prem ROM, 7th0 betw rupt & onst labr, unsp weeks of gest"
6259,"Displaced fracture of middle phalanx of r mid finger, 7thB"
6260,"Eclampsia complicating pregnancy, third trimester"
6261,"Unspecified sprain of unspecified toe(s), initial encounter"
6262,"Puncture wound w/o foreign body oth prt neck, init encntr"
6263,"Disp fx of proximal phalanx of r mid finger, init for opn fx"
6264,Acute hepatitis C without hepatic coma
6265,"2-part disp fx of surgical neck of left humerus, init"
6266,"Oth fracture of shaft of radius, left arm, init for clos fx"
6267,"Benign lipomatous neoplasm of skin, subcu of left leg"
6268,"Adverse effect of tetracyclines, initial encounter"
6269,Antisocial personality disorder
6270,Nontraumatic compartment syndrome of right upper extremity
6271,"Disorder of male genital organs, unspecified"
6272,Encounter for change or removal of drains
6273,"Pnctr w/o fb of left great toe w/o damage to nail, init"
6274,"Sudden visual loss, left eye"
6275,Polycythemia vera
6276,Other infectious mononucleosis without complication
6277,"Burn of third degree of upper back, initial encounter"
6278,FX UP RADIUS W ULNA-CLOS
6279,"Alcohol use complicating pregnancy, first trimester"
6280,PART DETACH-GIANT TEAR
6281,"I/I react d/t indwelling urethral catheter, init"
6282,Edema of unspecified orbit
6283,"Nondisp fx of olecran pro w/o intartic extn left ulna, init"
6284,"Unspecified sprain of left ring finger, initial encounter"
6285,EMPYEMA WITH FISTULA
6286,Flu due to unidentified flu virus w specified pneumonia
6287,TEAR MED MENISC KNEE-CUR
6288,"Acute post multifoc placoid pigment epitheliopathy, left eye"
6289,Other specified depressive episodes
6290,Other specified mononeuropathies of left lower limb
6291,"Superficial foreign body of lower back and pelvis, init"
6292,"Periumbilic swelling, mass or lump"
6293,"Discitis, unspecified, lumbosacral region"
6294,"Burn of second degree of left upper arm, initial encounter"
6295,HERED SENSORY NEUROPATHY
6296,"Arteriovenous malformation, other site"
6297,"Breakdown (mechanical) of vascular dialysis catheter, init"
6298,"Laceration w/o fb of r idx fngr w/o damage to nail, subs"
6299,ACQ SPONDYLOLISTHESIS
6300,OTHER SPECIFIED RETAINED FOREIGN BODY
6301,"Charcot's joint, unspecified ankle and foot"
6302,"Pathological fracture in neoplastic disease, oth site, init"
6303,"Unsp injury to L3 level of lumbar spinal cord, init encntr"
6304,"Diffuse large B-cell lymphoma, extrnod and solid organ sites"
6305,CHR FACTITIOUS ILLNESS
6306,"Fracture of mandible of oth site, init for opn fx"
6307,Disorders of unspecified acoustic nerve
6308,"CONDUCTIVE HEARING LOSS, UNILATERAL"
6309,Other cardiomyopathies
6310,MALFUN NEURO DEVICE/GRAF
6311,"Unsp fracture of right wrist and hand, init for clos fx"
6312,TOXIC EFFECT FUSEL OIL
6313,"Acute streptococcal tonsillitis, unspecified"
6314,Addisonian crisis
6315,Unspecified abnormal findings in urine
6316,OPN CEREBE LAC-DEEP COMA
6317,"Laceration without foreign body, left foot, subs encntr"
6318,OPEN WOUND OF HEAD NEC
6319,"Periprosth fracture around other internal prosth joint, init"
6320,"Nondisp fx of distal phalanx of left thumb, init for clos fx"
6321,"Calcific tendinitis, unspecified hand"
6322,OB SURG COMP NEC-POSTPAR
6323,Myasthenia gravis without (acute) exacerbation
6324,Hemorrhage from throat
6325,"Laceration without foreign body, right foot, subs encntr"
6326,"Contusion of right middle finger w damage to nail, init"
6327,NEPHRITIS NOS
6328,Vesicointestinal fistula
6329,"Sprain of interphalangeal joint of right lesser toe(s), init"
6330,"Strain of muscle, fascia and tendon of pelvis, init encntr"
6331,Nonspecific urethritis
6332,"Displaced oblique fracture of shaft of right radius, init"
6333,"Other rupture of muscle (nontraumatic), right shoulder"
6334,"Vertigo of central origin, unspecified ear"
6335,"Toxic effect of ethanol, accidental (unintentional), init"
6336,"Disp fx of body of scapula, right shoulder, init for opn fx"
6337,"Malignant neoplasm of cerebrum, except lobes and ventricles"
6338,"Unsp fracture of right foot, init encntr for closed fracture"
6339,"Acute infarction of intestine, part and extent unspecified"
6340,LATERAL EPICONDYLITIS
6341,FRACTURE CALCANEUS-OPEN
6342,"Other specified injuries of head, subsequent encounter"
6343,ACUTE PERICARDITIS NEC
6344,MULTIPLE FX HAND-OPEN
6345,"Unsp fracture of right patella, init for clos fx"
6346,Left lower quadrant abdominal tenderness
6347,Pleural effusion in other conditions classified elsewhere
6348,ARTHROPATHY NOS-FOREARM
6349,"Mech compl of surgically created arteriovenous fistula, init"
6350,Cachexia
6351,"Abrasion of left ear, initial encounter"
6352,"Laceration without foreign body of left hand, subs encntr"
6353,"Open bite of left little finger w/o damage to nail, init"
6354,Blighted ovum and nonhydatidiform mole
6355,CEREBROVASC DIS-ANTEPART
6356,NONPYOGEN THROMBOS SINUS
6357,"Dislocation of jaw, left side, initial encounter"
6358,"Other Hodgkin lymphoma, unspecified site"
6359,Malignant neoplasm of lower gum
6360,INTESTINAL ABSCESS
6361,Encounter for adjust and mgmt oth prt cardiac pacemaker
6362,"Puncture wound without foreign body, right knee, init encntr"
6363,"VASCULAR DISORDER, PENIS"
6364,Allergic contact dermatitis due to adhesives
6365,Recurrent and persistent hematuria w oth morphologic changes
6366,"Subluxation of left acromioclavicular joint, init encntr"
6367,ISCHEMIC OPTIC NEUROPTHY
6368,"Unsp superficial injury of unsp part of neck, init encntr"
6369,"Blister (nonthermal), right foot, initial encounter"
6370,Other cystitis with hematuria
6371,Benign neoplasm of heart
6372,"Contusion of penis, initial encounter"
6373,CYTOMEGAL INCLUSION DIS
6374,SPLEEN HEMATOMA-CLOSED
6375,Postproc hematoma of a GU sys org following other procedure
6376,"MIGRAINE WITH AURA, WITHOUT MENTION OF INTRACTABLE MIGRAINE WITHOUT MENTION OF STATUS MIGRAINOSUS"
6377,"Contusion of left ring finger w/o damage to nail, init"
6378,"Abrasion of right eyelid and periocular area, init encntr"
6379,Other transplanted tissue rejection
6380,Brachial plexus disorders
6381,Atheroembolism of left upper extremity
6382,"Injury of ulnar nerve at forearm level, right arm, init"
6383,"Nondisp fx of neck of left radius, init for clos fx"
6384,"Laceration with foreign body of nose, initial encounter"
6385,"Abrasion of right middle finger, initial encounter"
6386,SPRAIN LATERAL COLL LIG
6387,ERYTHEMA INFECTIOSUM
6388,"Displacement of int fix of bones of hand and fingers, init"
6389,"Laceration of musc/fasc/tend at forarm lv, right arm, init"
6390,OPEN WOUND SCALP-COMPL
6391,"Oth foreign object in pharynx causing oth injury, init"
6392,PULPITIS
6393,Other specified necrotizing vasculopathies
6394,"Unspecified otitis externa, unspecified ear"
6395,"Blister (nonthermal), right lesser toe(s), initial encounter"
6396,"Complete traumatic MCP amputation of finger, init"
6397,Hypertensive heart disease without heart failure
6398,"Unsp fracture of the lower end of unsp radius, init"
6399,"Fracture of unsp phalanx of l idx fngr, init for opn fx"
6400,"Type III occipital condyle fracture, unspecified side, init"
6401,RECURR MAJ DEPRESSION-MOD
6402,Solitary plasmacytoma not having achieved remission
6403,TUBERCULOSIS CONTACT
6404,Renal and perinephric abscess
6405,Angiodysplasia of colon with hemorrhage
6406,"Bipolar disord, crnt episode manic w/o psych features, mild"
6407,"Oth fx upper end of r radius, init for opn fx type I/2"
6408,"Foreign body in bladder, initial encounter"
6409,"Strain of unsp msl/tnd at ank/ft level, left foot, init"
6410,"Dislocation of C7/T1 cervical vertebrae, initial encounter"
6411,Drug-induced tremor
6412,Phlebitis and thrombophlebitis of unspecified site
6413,"Puncture wound w/o foreign body of right buttock, init"
6414,SOLITARY CYST OF BREAST
6415,"Dislocation of septal cartilage of nose, initial encounter"
6416,"Other chronic osteomyelitis, left tibia and fibula"
6417,DERMATOGRAPHIC URTICARIA
6418,"Oth fx upper and low end r fibula, init for opn fx type I/2"
6419,"Superficial foreign body of right index finger, init encntr"
6420,"Other cervical disc displacement, mid-cervical region"
6421,"Pain due to internal prosth dev/grft, NEC, init"
6422,"Anterior dislocation of left ulnohumeral joint, init encntr"
6423,CENTRAL PAIN SYNDROME 
6424,Other chronic sinusitis
6425,"Poisoning by hydantoin derivatives, accidental, init"
6426,Recurrent and perst hematur w diffuse membranous glomrlneph
6427,NONPSYCHOT BRAIN SYN NOS
6428,"Poisoning by cocaine, accidental (unintentional), init"
6429,Acne keloid
6430,ROSACEA
6431,Irritable bowel syndrome with diarrhea
6432,Cutaneous abscess of other sites
6433,"Unsp trochanteric fracture of right femur, init for clos fx"
6434,"Migraine w/o aura, not intractable, w/o status migrainosus"
6435,"Contusion of throat, initial encounter"
6436,HYPERTROPHY TONSILS
6437,Balanoposthitis
6438,Other malformations of cerebral vessels
6439,Drug/chem diabetes mellitus w hypoglycemia w/o coma
6440,"Inj muscle, fascia and tendon of prt biceps, right arm, init"
6441,"Malar fracture, unspecified side, init"
6442,Other follicular cysts of the skin and subcutaneous tissue
6443,"Displaced unsp fracture of left great toe, init for clos fx"
6444,"Staphylococcal arthritis, right ankle and foot"
6445,"Diffuse large B-cell lymphoma, nodes of head, face, and neck"
6446,"Posterior subluxation of left hip, initial encounter"
6447,"Poisoning by oth parasympath and spasmolytics, acc, init"
6448,"Unspecified sprain of right elbow, initial encounter"
6449,"Superficial foreign body, left lower leg, initial encounter"
6450,Non-prs chronic ulcer oth prt left foot w fat layer exposed
6451,DIAPHRAGM INJURY-OPEN
6452,"Displaced transverse fx shaft of humerus, right arm, init"
6453,FX LOW END FEMUR NEC-OPN
6454,INJURY DIGITAL NERVE
6455,3RD DEG BURN BREAST
6456,Malignant neoplasm of prostate
6457,"Poisoning by heroin, assault, initial encounter"
6458,Tubal pregnancy
6459,"Nondisp fx of med condyle of r femr, 7thB"
6460,LONG TERM USE ANTIGOAGULANT
6461,"Absence epileptic syndrome, not intractable, w/o stat epi"
6462,MECHANICAL COMPLICATION OF ESOPHAGOSTOMY
6463,"Nodular scler Hodgkin lymph, nodes of head, face, and neck"
6464,SMELL & TASTE DISTURB
6465,"Displaced spiral fx shaft of humerus, left arm, init"
6466,Furuncle of abdominal wall
6467,HERPETIC VULVOVAGINITIS
6468,FX LOWER HUMERUS NEC-CL
6469,SPASM SPHINCTER OF ODDI
6470,Tuberculosis of other male genital organs
6471,Vertical displacement of fully erupted tooth or teeth
6472,"Stenosis of other vascular prosth dev/grft, init"
6473,OPEN WND FOREHEAD-COMPL
6474,"Achilles tendinitis, right leg"
6475,"Poisoning by iminostilbenes, accidental, init"
6476,Unspecified cervical disc disorder at C4-C5 level
6477,Herpesviral meningitis
6478,"Nondisp fx of middle phalanx of left index finger, 7thB"
6479,"Displ commnt fx shaft of r femur, init for opn fx type I/2"
6480,"Other psychoactive substance use, unspecified, uncomplicated"
6481,"Acute embolism and thombos of deep vein of low extrm, bi"
6482,"Displacement of oth urinary devices and implants, init"
6483,"Injury of peroneal nerve at lower leg level, right leg, init"
6484,Other folate deficiency anemias
6485,"Unspecified injury of right forearm, initial encounter"
6486,Encounter for orthopedic aftercare following surgical amp
6487,SPRAIN ILIOFEMORAL
6488,"Schmorl's nodes, lumbar region"
6489,LOSS OF HEIGHT
6490,"Unilateral primary osteoarthritis, unspecified knee"
6491,Unspecified disturbances of skin sensation
6492,DISLOC WRIST NEC-CLOSED
6493,"Psoriasis, unspecified"
6494,MULTIPLE OPEN PELVIC FRACTURES WITH DISRUPTION OF PELVIC CIRCLE
6495,"Injury of ulnar nerve at wrs/hnd lv of left arm, subs"
6496,"Fx oth skull and facial bones, unspecified side, init"
6497,1ST DEG BURN WRIST
6498,"Conjunctival hemorrhage, bilateral"
6499,Angiodysplasia of stomach and duodenum with bleeding
6500,"Fracture of angle of right mandible, 7thB"
6501,Other forms of chronic ischemic heart disease
6502,Other specified disorders of right ear
6503,CANNABIS DEPEND-CONTIN
6504,HEPATITIS C W/OUT COMA
6505,"Injury of median nerve at wrs/hnd lv of right arm, init"
6506,Chronic embolism and thrombosis of left femoral vein
6507,"Displaced oblique fracture of shaft of right femur, init"
6508,"Other specified rheumatoid arthritis, right shoulder"
6509,Eczema herpeticum
6510,"Burn of first degree of right thumb (nail), init encntr"
6511,HYPERSOMNIA NEC
6512,"Burn first deg of unsp site left lower limb, ex ank/ft, init"
6513,"Unspecified mastoiditis, left ear"
6514,"Apnea, not elsewhere classified"
6515,"Pnctr w foreign body of l rng fngr w damage to nail, init"
6516,LOC OSTEOARTH NOS-PELVIS
6517,LUMB/LUMBOSAC DISC DEGEN
6518,"Burn of first degree of right elbow, initial encounter"
6519,"Disp fx of shaft of third metacarpal bone, left hand, init"
6520,"Insect bite (nonvenomous) of r frnt wl of thorax, init"
6521,ESOPHAGEAL HEMORRHAGE
6522,"Oth nondisp fx of fifth cervical vertebra, init for clos fx"
6523,"Superficial frostbite of right foot, initial encounter"
6524,TEAR MENISCUS NEC-CURREN
6525,"Displ transverse fx shaft of l rad, init for opn fx type I/2"
6526,SPLENIC ARTERY ANEURYSM
6527,"Strain of muscles and tendons at ank/ft level, l foot, init"
6528,"Oth fracture of upper end of right ulna, init for clos fx"
6529,Organ-limited amyloidosis
6530,"Hemorrhage due to internal orthopedic prosth dev/grft, init"
6531,"FX MULT PHALAN, HAND-OPN"
6532,"Adverse effect of hydantoin derivatives, initial encounter"
6533,"Laceration of transverse colon, initial encounter"
6534,ANISOCORIA
6535,"Lesion of lateral popliteal nerve, right lower limb"
6536,"Leakage of indwelling urethral catheter, initial encounter"
6537,ALVEOLITIS OF JAW
6538,"Gonococcal vulvovaginitis, unspecified"
6539,"Penetrating wound of orbit w or w/o fb, left eye, subs"
6540,CATATONIA-UNSPEC
6541,OTHER ILL-DEFINED CONDITIONS
6542,CEREBELL CONTUS W/O COMA
6543,Excessive crying of infant (baby)
6544,Postproc hemor of a ms structure following other procedure
6545,"Unsp fracture of right forearm, init for clos fx"
6546,Impulsiveness
6547,PRIMARY HYPERCOAGULABLE STATE
6548,"Displaced oth fracture of tuberosity of r calcaneus, init"
6549,"Mult fx of pelvis w unstable disrupt of pelvic ring, init"
6550,WEGENER'S GRANULOMATOSIS
6551,"Other superficial bite of left middle finger, init encntr"
6552,COMPRESSION OF BRAIN
6553,"Athscl native arteries of extremities w rest pain, right leg"
6554,"Chronic obstructive pulmonary disease, unspecified"
6555,"Concussion w loss of consciousness of 31-59 min, init"
6556,GASTRODUODENAL DIS NOS
6557,"IMPOTENCE, ORGANIC ORIGN"
6558,UTERINE INFLAM DIS NOS
6559,JOINT EFFUSION-PELVIS
6560,Nonrheumatic mitral (valve) insufficiency
6561,"Other acute nonsuppurative otitis media, left ear"
6562,Varicose veins of right lower extremity with pain
6563,Female sexual arousal disorder
6564,"Other dislocation of left wrist and hand, initial encounter"
